hotel_place_id,nearby_place_name,nearby_place_type,distance,latitude,longitude
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Permata Bank Branch Office Buah Batu Bandung,Finance,0.67,-69.412.005,1.076.265.609
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Kumon Palasari,Other,0.68,-69.296.143,1.076.229.059
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Anata Salon Bull 36,Service,0.68,-69.317.551,1.076.202.011
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Bandung Organizer - Bandung Event Organizer,Other,0.69,-69.377.567,1.076.195.043
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,BNI FRUIT STONE,Finance,0.69,-69.412.325,1.076.271.608
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,"ERFA, Skin Treatment Clinic",Health,0.69,-69.404.709,1.076.287.637
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,LPPM RI Vocational High School & Karya Agung High School,Education,0.69,-69.370.999,1.076.192.322
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,RedDoorz Plus near Asia Africa 2,Lodging,0.77,-6.931.629,1.076.192.831
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Natasha Skin Clinic Center,Health,0.79,-69.284.654,1.076.232.611
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,CP Buah Batu Pawnshop,Finance,0.79,-69.419.677,1.076.277.641
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Maicih Spicy Rice,Restaurant,0.79,-69.370.781,1.076.321.684
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Informatics Publisher,Shopping,0.82,-69.323.647,1.076.183.967
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,WanaArtha Life,Finance,0.83,-69.279.496,1.076.265.206
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Dahlia Dewantara. PT - Talaga Bodas (Head Office),Other,0.83,-69.284.219,1.076.223.488
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,The Golden Gate of Sustainable Development,Other,0.89,-69.411.828,1.076.306.517
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Malacca Hotel,Lodging,0.94,-69.270.799,1.076.232.181
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,KoolKost @ Suryalaya Street,Lodging,01.02,-69.442.258,1.076.229.263
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Pass-Hill House,Lodging,01.04,-69.436.911,1.076.210.798
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Beautiful Bali Hotels,Lodging,1.15,-69.381.647,1.076.151.735
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Nostalgia Boutique Hotel Bandung,Lodging,1.17,-69.248.269,1.076.262.227
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,OYO 1932 Srimahi Residence,Lodging,1.2,-69.364.423,1.076.144.342
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Emungkagure,Lodging,1.2,-69.273.957,1.076.177.876
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Morality,Shopping,1.21,-69.332.302,1.076.144.303
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Emia Hotel,Lodging,1.25,-69.240.823,1.076.248.846
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Hotel O Patradisa Lodge,Lodging,1.25,-6.924.675,1.076.288.025
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,The Papandayan Hotel,Lodging,1.33,-6.923.502,107.623.725
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,SUPER OYO Collection O 25 Hotel Baltika,Lodging,1.37,-69.232.647,1.076.225.257
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Bandung,Other,2.1,-69.174.639,1.076.191.228
ChIJd9tPhxzoaC4RxHBKCi82lDU,BNI ATM,Finance,0.04,-69.387.607,1.076.628.992
ChIJd9tPhxzoaC4RxHBKCi82lDU,Bank Bukopin KK Dolog Bandung,Finance,0.05,-69.387.947,1.076.629.061
ChIJd9tPhxzoaC4RxHBKCi82lDU,ATM,Finance,0.06,-69.388.792,1.076.627.871
ChIJd9tPhxzoaC4RxHBKCi82lDU,KB Bukopin Bank ATM,Finance,0.06,-69.388.795,1.076.627.871
ChIJd9tPhxzoaC4RxHBKCi82lDU,Harlie Tour,Transportation,0.07,-69.378.267,1.076.632.356
ChIJd9tPhxzoaC4RxHBKCi82lDU,"Bandung City Micro, Small and Medium Enterprises Cooperatives Service",Other,0.08,-69.379.507,1.076.636.793
ChIJd9tPhxzoaC4RxHBKCi82lDU,Fashion Bandung online,Shopping,0.11,-69.393.848,1.076.632.955
ChIJd9tPhxzoaC4RxHBKCi82lDU,GBKP East Bandung Assembly,Place of Worship,0.13,-6.937.788,107.662.167
ChIJd9tPhxzoaC4RxHBKCi82lDU,SAI Indonesia Branch Office. PT,Other,0.13,-69.395.658,107.663.264
ChIJd9tPhxzoaC4RxHBKCi82lDU,McDonald's - Soekarno Hatta,Restaurant,0.14,-69.396.632,1.076.627.055
ChIJd9tPhxzoaC4RxHBKCi82lDU,Pertamina gas station 34-40201,gas station,0.15,-69.396.231,1.076.625.278
ChIJd9tPhxzoaC4RxHBKCi82lDU,surveillance,Other,0.16,-69.376.632,1.076.618.499
ChIJd9tPhxzoaC4RxHBKCi82lDU,Tulus Cendekia Foundation,Other,0.17,-69.371.497,1.076.638.866
ChIJd9tPhxzoaC4RxHBKCi82lDU,OT (Brilliant Catering Arts),Restaurant,0.17,-69.383.197,1.076.615.389
ChIJd9tPhxzoaC4RxHBKCi82lDU,GATRiK,Other,0.18,-69.373.601,1.076.618.881
ChIJd9tPhxzoaC4RxHBKCi82lDU,Gehu Pedas HOT JELETOT,Restaurant,0.18,-69.399.558,1.076.636.134
ChIJd9tPhxzoaC4RxHBKCi82lDU,PT Inti Abadi Sentosa,Other,0.2,-69.375.408,1.076.615.103
ChIJd9tPhxzoaC4RxHBKCi82lDU,Grilled Chicken KQ5,Restaurant,0.2,-69.393.544,1.076.646.575
ChIJd9tPhxzoaC4RxHBKCi82lDU,Bandung Cashier Computer,Other,0.2,-69.367.987,1.076.622.756
ChIJd9tPhxzoaC4RxHBKCi82lDU,Telkomsel West Java Region,Other,0.21,-69.383.497,1.076.611.557
ChIJd9tPhxzoaC4RxHBKCi82lDU,Cellular Telecommunications. PT,Other,0.21,-69.390.955,1.076.613.164
ChIJd9tPhxzoaC4RxHBKCi82lDU,PT Rocksense Inti Gemilang,Other,0.21,-69.366.159,1.076.624.797
ChIJd9tPhxzoaC4RxHBKCi82lDU,Bumi Arasy Group,Health,0.21,-69.402.864,1.076.635.836
ChIJd9tPhxzoaC4RxHBKCi82lDU,Salon Love Princess,Service,0.22,-69.403.569,107.663.683
ChIJd9tPhxzoaC4RxHBKCi82lDU,PT.,Other,0.29,-69.402.618,1.076.612.192
ChIJd9tPhxzoaC4RxHBKCi82lDU,PT. Position Consultant,Other,0.3,-69.396.562,1.076.655.674
ChIJd9tPhxzoaC4RxHBKCi82lDU,Kimia Farma Pharmacy - Ranca Bolang,Health,0.31,-69.412.352,1.076.635.014
ChIJd9tPhxzoaC4RxHBKCi82lDU,OYO Living 2517 Apt. The Suites Metro By Prisma,Lodging,0.42,-6.938.326,1.076.592.856
ChIJd9tPhxzoaC4RxHBKCi82lDU,Vocational High School 7 Bandung,Other,0.42,-69.406.388,107.659.982
ChIJd9tPhxzoaC4RxHBKCi82lDU,OYO Life 3163 The Suites Metro Cozy Home,Lodging,0.43,-69.378.934,1.076.592.197
ChIJd9tPhxzoaC4RxHBKCi82lDU,Bank Sinarmas - MTC,Finance,0.48,-69.407.556,1.076.594.097
ChIJd9tPhxzoaC4RxHBKCi82lDU,PT.,Other,0.5,-69.394.762,1.076.586.852
ChIJd9tPhxzoaC4RxHBKCi82lDU,Margahayuland,Other,0.51,-69.392.513,1.076.676.044
ChIJd9tPhxzoaC4RxHBKCi82lDU,PT Quartz Hexagon,Other,0.51,-6.943.045,1.076.633.063
ChIJd9tPhxzoaC4RxHBKCi82lDU,PT. Solarens Ledindo - Administration Office,Other,0.51,-69.418.766,1.076.600.251
ChIJd9tPhxzoaC4RxHBKCi82lDU,Pawnshop,Finance,0.51,-69.408.133,1.076.670.476
ChIJd9tPhxzoaC4RxHBKCi82lDU,Department of Settlement and Housing of West Java Province,Other,0.52,-69.338.623,1.076.621.443
ChIJd9tPhxzoaC4RxHBKCi82lDU,PT. Fujicon Priangan Perdana,Other,0.52,-6.941.891,107.659.996
ChIJd9tPhxzoaC4RxHBKCi82lDU,Interindo Apartment,Lodging,0.54,-69.394.579,1.076.583.538
ChIJd9tPhxzoaC4RxHBKCi82lDU,WPC Logistics (PT. Windu Persada Cargo) - Bandung,Other,0.54,-69.420.696,1.076.598.937
ChIJd9tPhxzoaC4RxHBKCi82lDU,PT - Bandung Metro,Other,0.55,-6.939.612,1.076.582.691
ChIJd9tPhxzoaC4RxHBKCi82lDU,SMK Kindergarten Castle Bandung,Other,0.55,-69.369.873,1.076.678.232
ChIJd9tPhxzoaC4RxHBKCi82lDU,Pt. Miscellaneous Power Sources,Shopping,0.56,-6.940.794,107.658.655
ChIJd9tPhxzoaC4RxHBKCi82lDU,Wuling Soekarno Hatta,Shopping,0.56,-69.384.173,1.076.682.104
ChIJd9tPhxzoaC4RxHBKCi82lDU,Tridaya Tutoring - MTC Ruko E10,Other,0.57,-69.412.923,1.076.588.056
ChIJd9tPhxzoaC4RxHBKCi82lDU,PT - Bandung,Other,0.57,-69.426.333,107.660.143
ChIJd9tPhxzoaC4RxHBKCi82lDU,Ganesha Operation MTC,Other,0.58,-69.414.875,1.076.588.766
ChIJd9tPhxzoaC4RxHBKCi82lDU,KFC - Metro Indah Mall,Restaurant,0.61,-69.421.265,1.076.589.741
ChIJd9tPhxzoaC4RxHBKCi82lDU,Primagama,Other,0.61,-69.427.638,1.076.597.278
ChIJd9tPhxzoaC4RxHBKCi82lDU,Public Accountant,Finance,0.61,-69.420.825,1.076.590.297
ChIJd9tPhxzoaC4RxHBKCi82lDU,PT. Megah Medika Pharma,Shopping,0.68,-69.419.952,1.076.581.326
ChIJd9tPhxzoaC4RxHBKCi82lDU,OYO 2405 The Karins Guesthouse Syariah,Lodging,0.72,-69.433.628,1.076.672.702
ChIJd9tPhxzoaC4RxHBKCi82lDU,ATR/BPN West Java Regional Office,Other,0.74,-69.409.925,107.656.961
ChIJd9tPhxzoaC4RxHBKCi82lDU,JNE MARGAHAYU RAYA,Other,0.85,-69.439.433,1.076.684.212
ChIJd9tPhxzoaC4RxHBKCi82lDU,Natural Liquid Deodorant Agent Bandung,Shopping,0.87,-69.462.456,1.076.630.805
ChIJd9tPhxzoaC4RxHBKCi82lDU,Mitra Chemindo Utama. PT - Bandung,Other,0.9,-69.377.633,1.076.712.613
ChIJd9tPhxzoaC4RxHBKCi82lDU,OYO 2452 Hotel Metro,Lodging,0.95,-69.408.678,1.076.548.418
ChIJd9tPhxzoaC4RxHBKCi82lDU,Hotel Nusantara Syariah,Lodging,1.19,-69.420.218,1.076.529.661
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Ling Chick Department Store,Shopping,0.02,-69.128.407,1.075.779.364
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,KPM KSP Persada Madani,Finance,0.03,-69.129.479,1.075.779.169
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Panasia Indosytec Tbk. PT - Head Office Bandung,Other,0.04,-69.126.377,1.075.777.214
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Refanity Tas Spunbond,Shopping,0.07,-6.912.229,107.577.695
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,ROYAL ROSEWOOD (Workshop),Shopping,0.08,-69.134.451,1.075.780.911
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Subur Motor Shop,Transportation,0.08,-69.120.208,1.075.777.934
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,PT.,Shopping,0.11,-69.116.823,1.075.781.853
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Good morning,Service,0.12,-69.124.392,1.075.791.224
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,"Andira Printing Company, Eternal Horizon, Bandung",Shopping,0.13,-69.138.672,1.075.777.347
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Garuda Mosque,Place of Worship,0.14,-69.133.145,1.075.769.978
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Selling Red Fruit and Papuan Ant Nests,Shopping,0.15,-6.914.032,1.075.783.706
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,PT. Sinar Ragamindo Utama,Other,0.17,-69.141.368,1.075.784.774
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Midwifery Academy,Education,0.17,-6.911.192,107.578.405
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,PT. Internusa Synergy Indonesia (Intermech Indonesia),Other,0.19,-69.142.445,1.075.788.693
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,NAP Computer || Service computer laptop printer,Other,0.2,-69.112.262,1.075.770.719
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,TB. Garuda Jaya,Shopping,0.21,-69.138.726,1.075.795.222
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,SS,Other,0.21,-69.120.706,1.075.763.119
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,TK YWKA,Education,0.22,-691.369,1.075.763.566
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Unihome Furniture,Shopping,0.24,-69.132.643,1.075.801.528
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,SPLASH KITCHEN,Restaurant,0.24,-69.147.984,1.075.775.647
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Noah's Barn Coffeenery,Restaurant,0.24,-69.148.066,1.075.775.687
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Vindo Soewardono Catering,Restaurant,0.24,-69.128.055,1.075.758.647
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Rajawali Radio & Rajawali TV Bandung,Other,0.25,-69.133.635,1.075.758.917
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,West Bandung Tourism Office (Telkom Rajawali Plaza),Other,0.27,-6.912.773,1.075.756.051
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Didi Max Futures,Finance,0.28,-69.101.585,10.757.796
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,YWKA High School Bandung,Education,0.28,-69.141.155,1.075.759.244
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Leather jacket,Other,0.3,-69.152.685,1.075.773.578
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Gita Print Offset Printing / PT. Gita Persada Rajawali,Shopping,0.31,-69.119.534,1.075.807.883
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,34.40131 Pertamina Gas Station,gas station,0.33,-69.097.271,107.578.217
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,ANGZ Doors & Windows Center Bandung,Shopping,0.33,-69.156.356,1.075.784.872
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Bank BRI,Finance,0.34,-69.126.129,1.075.750.314
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,PT Wahana Interfood Nusantara Tbk (SCHOKO),Other,0.35,-69.107.415,1.075.755.426
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,PT DiAntara Inter Media,Other,0.35,-69.107.415,1.075.755.426
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,JNE Eagle,Other,0.36,-69.156.675,1.075.793.685
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,PT.,Health,0.37,-69.116.441,1.075.812.829
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Miyako Rinnai Shimizu Bandung Service Center,Shopping,0.37,-69.094.256,1.075.786.906
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Sweet Aroma Halal Marshmallow,Restaurant,0.38,-69.124.997,1.075.746.271
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Pertamina gas station 34-40126,gas station,0.38,-69.129.158,1.075.746.204
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Master Tjendana,Transportation,0.39,-691.243,1.075.816.252
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Braunberrie Timeless Portraiture,Other,0.4,-6.914.372,107.574.904
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Fat Haji's Stall,Restaurant,0.47,-69.164.973,1.075.800.017
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,UPC Garuda Pawnshop,Finance,0.51,-69.081.513,1.075.788.381
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Rajawali Hospital,Health,0.51,-69.123.965,1.075.734.226
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,MAJUJAYA Bandung,Shopping,0.51,-69.126.555,1.075.827.249
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Kumon Indonesia - Sudirman 634,Education,0.53,-69.175.033,107.578.318
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Ministry of Religion of West Java Province,Other,0.53,-69.173.878,1.075.771.313
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,PT.,Other,0.58,-6.917.539,1.075.761.403
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Bestari Tour & Travel Award,Shopping,0.65,-69.070.671,107.579.531
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Capital O 2218 Sudirman Suites Apartment,Lodging,0.66,-69.177.346,1.075.813.044
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Andir District Office,Other,0.66,-69.082.894,1.075.741.258
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,PT.,Other,0.78,-69.157.266,1.075.717.373
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,PT Suryaputra Sarana (Mitsubishi Sudirman Bandung),Shopping,0.79,-69.130.196,1.075.708.934
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,BNI Life Insurance. PT - Mandiri Bandung,Finance,0.84,-69.074.636,1.075.835.856
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Kimia Farma Pharmacy 204 Abdul Rahman Saleh,Health,0.86,-6.907.689,1.075.840.197
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Motor Power Car Workshop,Transportation,0.87,-69.194.871,1.075.741.926
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Arte Suave Brazilian Jiujitsu Bandung,Sport,0.88,-6.906.697,107.583.279
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,PT Central Bandung Raya,Health,0.9,-69.102.279,1.075.858.526
ChIJZRnuuQvmaC4ReCG15Q1u2Ho,Soccer Coop Jatayu Center,Other,01.01,-69.095.049,1.075.866.224
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Victoria Syariah Bank,Finance,0.02,-69.203.392,1.076.098.771
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Chemical Braga Bandung by HARRIS,Lodging,0.05,-6.920.773,107.610.037
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Hotel Savoy Homann Bandung,Lodging,0.17,-69.218.556,1.076.102.631
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,At Bon Hostel,Lodging,0.19,-69.187.277,1.076.095.318
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,The Naripan Hotel,Lodging,0.2,-69.196.594,1.076.117.445
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,PT.,Other,0.2,-6.921.185,1.076.116.829
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Gino Feruci Braga Hotel,Lodging,0.3,-69.178.718,1.076.090.829
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Dipo Star Finance Bandung,Finance,0.3,-69.206.644,1.076.073.827
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,RedDoorz Near Braga Street,Lodging,0.31,-69.184.785,1.076.121.592
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Indonesian Environmental Pollution Control Association,Other,0.33,-6.920.015,107.613.058
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Palace Hotel Bandung RedDoorz Partner,Lodging,0.35,-69.178.663,1.076.119.679
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Rose Hotel,Lodging,0.37,-69.236.328,1.076.098.026
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,favehotel Braga Bandung,Lodging,0.39,-69.169.595,1.076.091.119
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Bank Mandiri Branch Office Bandung Asia North Africa,Finance,0.39,-6.921.583,107.613.429
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,PT Centrin Online First,Shopping,0.41,-69.167.278,1.076.091.891
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Bungsu General Hospital,Health,0.41,-69.185.474,1.076.133.476
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,PT Asei Insurance Indonesia,Finance,0.43,-69.213.998,1.076.138.091
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Pasundan Senior High School 1,Education,0.45,-69.235.967,1.076.076.382
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,éL Hotel Bandung,Lodging,0.47,-69.162.005,1.076.106.178
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Parahyangan Plaza,Shopping,0.51,-6.922.484,1.076.059.834
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,State Bank of Indonesia - KCU Bandung,Finance,0.52,-6.921.958,107.614.464
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Checkpoint Auto Salon Cafe,Other,0.53,-69.168.069,1.076.133.167
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Saw Hotel Veteran,Lodging,0.55,-69.192.735,1.076.149.464
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,HINO PARTS SHOP PADASUKA MOTOR,Other,0.56,-69.169.995,1.076.062.961
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Asia Africa Zodiac Hotel Bandung,Lodging,0.58,-69.211.306,1.076.048.997
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Kedaton Hotel,Lodging,0.59,-6.915.509,1.076.078.497
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Golden Flower Hotel,Lodging,0.6,-69.207.062,1.076.047.065
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Various Stores,Shopping,0.6,-6.922.337,107.605.011
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Saint Peter Cathedral Bandung,Entertainment,0.62,-69.148.259,1.076.105.009
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Sun Life Financial. PT - Bandung,Finance,0.62,-69.147.444,1.076.098.111
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Kost Sakgan48,Lodging,0.65,-69.262.121,1.076.100.204
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Elementary School Assalaam,Education,0.65,-6.925.699,107.607.614
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,A/X Armani Exchange,Shopping,0.66,-69.230.749,1.076.048.165
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Panin Bank - Otista,Finance,0.71,-69.225.786,1.076.041.005
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,Six Center Gold Shop,Finance,0.74,-69.233.586,1.076.041.226
ChIJ6Rt6U0nnaC4RMgoC4IJ4WYg,MD Plaza,Shopping,0.74,-69.174.081,1.076.040.408
